t_s,Thot_FGM,Tcold_FGM,Thot_BI,Tcold_BI,sigVM_max_FGM,sigVM_max_BI,delta_FGM_um,delta_BI_um
2.18,764.012972484234,647.195504490576,842.708200420625,647.350019527503,236.360345995468,278.277700337712,1560.41927270051,1224.08913505024
2.19,764.116979946496,647.248556957871,842.818577002353,647.401974666749,236.470964608509,278.347003731458,1561.65776340782,1225.06107806974
2.2,764.219014980944,647.300606363212,842.926784774173,647.452911661411,236.579483547154,278.414945585994,1562.87277253403,1226.01390719715
2.21,764.319115065932,647.351671651266,843.032866424164,647.502850444647,236.685942776361,278.481552690502,1564.0647460608,1226.94799928099
2.22,764.41731696491,647.401771409708,843.136863797333,647.551810560122,236.790381496287,278.546851305616,1565.23412146811,1227.86372370122
2.23,764.513656740237,647.450923875838,843.238817912406,647.599811169603,236.892838157064,278.610867173762,1566.38132790112,1228.76144251942
2.24,764.60816976659,647.499146943234,843.338768978222,647.646871060369,236.993350473326,278.673625529526,1567.50678632676,1229.6415106251
2.25,764.700890744202,647.546458168162,843.436756409852,647.693008652503,237.091955438394,278.735151109755,1568.61090969213,1230.50427587976
2.26,764.791853711792,647.592874775924,843.53281884434,647.73824200608,237.188689338169,278.79546816331,1569.69410307735,1231.35007925669
2.27,764.8810920593,647.638413667039,843.626994156181,647.782588828123,237.283587764929,278.854600460827,1570.75676384859,1232.17925497915
2.28,764.968638540315,647.683091423399,843.719319472459,647.826066479515,237.376685630567,278.912571304214,1571.79928180369,1232.99213065501
2.29,765.054525284268,647.726924314186,843.809831187671,647.868691981732,237.468017179769,278.969403535865,1572.82203931759,1233.78902740877
2.3,765.138783808438,647.76992830181,843.898564978248,647.910482023452,237.55761600291,279.025119547821,1573.82541148535,1234.57026001061
2.31,765.221445029675,647.812119047616,843.985555816869,647.951452967057,237.645515048624,279.079741290679,1574.80976626102,1235.33613700448
2.32,765.302539275905,647.853511917587,844.070837986341,647.991620854957,237.731746636198,279.133290282326,1575.77546459441,1236.0869608312
2.33,765.382096297449,647.894121987853,844.154445093335,648.031001415851,237.816342467716,279.185787616527,1576.72286056591,1236.82302795074
2.34,765.460145278033,647.933964050191,844.236410081785,648.069610070859,237.899333639872,279.237253971271,1577.65230151579,1237.54462896023
2.35,765.536714845717,647.973052617304,844.316765245999,648.107461939475,237.980750655773,279.2877096171,1578.56412817688,1238.25204871321
2.36,765.611833083478,648.01140192812,844.395542243567,648.144571845488,238.060623436111,279.337174425062,1579.45867479677,1238.94556643185
2.37,765.685527539673,648.04902595291,844.472772107954,648.180954322715,238.138981330687,279.385667874695,1580.33626926551,1239.62545581996
2.38,765.757825238273,648.085938398366,844.548485260885,648.216623620688,238.215853129181,279.433209061765,1581.19723323471,1240.2919851723
2.39,765.828752688914,648.122152712537,844.622711524452,648.251593710172,238.291267071933,279.479816705786,1582.04188223828,1240.94541748448
2.4,765.898335896698,648.157682089704,844.695480132978,648.285878288631,238.365250860584,279.525509157559,1582.87052580785,1241.58601055489
2.41,765.966600371892,648.192539475138,844.766819744686,648.319490785524,238.437831668482,279.570304406444,1583.68346759016,1242.21401709114
2.42,766.033571139387,648.226737569796,844.836758453084,648.352444367596,238.509036150592,279.614220087439,1584.48100545651,1242.82968480858
2.43,766.099272747958,648.260288834973,844.905323798124,648.384751943911,238.578890453676,279.65727348827,1585.26343161467,1243.43325653287
2.44,766.163729279371,648.293205496681,844.972542777214,648.416426170963,238.647420225969,279.699481556208,1586.03103271674,1244.02497029446
2.45,766.22696435733,648.325499550205,845.038441855878,648.447479457584,238.714650626811,279.740860904793,1586.78408996536,1244.60505942457
2.46,766.289001156223,648.357182764385,845.103046978342,648.477923969749,238.780606335972,279.781427820495,1587.52287921819,1245.17375264913
2.47,766.34986240972,648.388266685885,845.166383577807,648.507771635371,238.84531156284,279.821198269065,1588.24767108942,1245.731274179
2.48,766.409570419166,648.418762643391,845.228476586575,648.537034148882,238.908790055476,279.860187902006,1588.95873104924,1246.27784380213
2.49,766.468147061865,648.448681751702,845.289350445946,648.565722975864,238.971065109502,279.898412062638,1589.65631952351,1246.81367696811
2.5,766.525613799164,648.478034915761,845.349029115929,648.593849357447,239.032159576685,279.935885792299,1590.3406919887,1247.33898487712
2.51,766.581991684418,648.506832834613,845.407536084744,648.621424314757,239.092095873483,279.972623836298,1591.01209906697,1247.85397456227
2.52,766.637301370746,648.535086005272,845.464894378162,648.648458653165,239.150895989482,280.008640649685,1591.67078661855,1248.35884897314
2.53,766.691563118704,648.562804726523,845.521126568631,648.674962966514,239.208581495433,280.043950403052,1592.3169958333,1248.8538070572
2.54,766.744796803788,648.589999102701,845.576254784239,648.700947641305,239.265173551291,280.078566988089,1592.95096331821,1249.33904383736
2.55,766.797021923724,648.616679047297,845.630300717498,648.726422860644,239.320692914233,280.112504023175,1593.5729211863,1249.814750492
2.56,766.848257605727,648.642854286564,845.683285633944,648.751398608297,239.375159946208,280.145774858679,1594.18309714162,1250.28111443031
2.57,766.898522613565,648.668534363083,845.735230380552,648.775884672564,239.428594621551,280.178392582323,1594.78171456332,1250.73831936621
2.58,766.947835354464,648.693728639186,845.78615539403,648.799890650094,239.481016534469,280.210370024351,1595.36899258829,1251.18654539278
2.59,766.996213885952,648.718446300377,845.836080708919,648.823425949614,239.532444906168,280.241719762565,1595.94514619137,1251.62596905327
2.6,767.043675922496,648.742696358649,845.88502596549,648.846499795655,239.582898592139,280.272454127316,1596.51038626593,1252.05676341124
2.61,767.09023884203,648.766487655755,845.933010417579,648.869121232077,239.632396089089,280.302585206437,1597.06491970025,1252.47909812049
2.62,767.135919692413,648.789828866435,845.98005294019,648.891299125671,239.680955541801,280.332124849982,1597.60894945436,1252.89313949094
2.63,767.180735197695,648.812728501549,846.02617203697,648.913042169585,239.728594749884,280.361084674953,1598.14267463512,1253.29905055601
2.64,767.22470176429,648.835194911165,846.071385847529,648.934358886709,239.775331174346,280.389476069808,1598.66629056974,1253.69699113775
2.65,767.267835487037,648.857236287605,846.115712154658,648.955257633032,239.82118194412,280.417310199121,1599.17998887723,1254.08711790898
2.66,767.310152155129,648.878860668409,846.159168391324,648.975746600896,239.866163862267,280.444598007783,1599.68395753831,1254.46958445721
2.67,767.35166725794,648.90007593925,846.201771647604,648.99583382218,239.910293412399,280.471350225562,1600.17838096687,1254.84454134419
2.68,767.39239599073,648.920889836822,846.243538677431,649.015527171463,239.953586764653,280.497577371164,1600.6634400756,1255.21213616709
2.69,767.432353260279,648.941309951614,846.284485905227,649.034834369071,239.996059781756,280.523289756541,1601.13931234463,1255.57251361582
2.7,767.471553690324,648.961343730706,846.324629432383,649.053762984131,240.037728024751,280.548497490808,1601.60617188436,1255.92581553123
2.71,767.510011626982,648.980998480432,846.363985043677,649.07232043749,240.078606758946,280.573210484357,1602.06418950194,1256.27218096213
2.72,767.547741144054,649.000281369078,846.402568213459,649.090514004655,240.118710959474,280.597438452765,1602.51353276304,1256.61174621842
2.73,767.584756048175,649.019199429458,846.440394111815,649.108350818581,240.158055316781,280.621190920555,1602.95436605388,1256.94464492778
2.74,767.621069883926,649.037759561476,846.477477610544,649.125837872521,240.196654242153,280.644477225066,1603.38685064142,1257.27100808652
2.75,767.656695938815,649.055968534651,846.513833289017,649.142982022724,240.234521872991,280.667306520011,1603.81114473296,1257.59096411223
2.76,767.691647248133,649.073832990551,846.549475439989,649.159789991117,240.271672078005,280.689687779258,1604.22740353313,1257.90463889587
2.77,767.725936599809,649.091359445239,846.584418075201,649.176268367952,240.308118462409,280.711629800219,1604.63577930283,1258.21215584944
2.78,767.759576539111,649.108554291579,846.618674930952,649.192423614353,240.343874372974,280.7331412074,1605.03642141587,1258.51363595722
2.79,767.792579373213,649.125423801651,846.652259473505,649.208262064864,240.378952902801,280.754230455851,1605.42947640974,1258.80919782217
2.8,767.824957175778,649.141974128966,846.685184904399,649.223789929914,240.413366896312,280.774905834331,1605.81508804396,1259.098957714
2.81,767.856721791384,649.158211310716,846.717464165696,649.239013298276,240.447128953898,280.795175468816,1606.19339735078,1259.38302961362
2.82,767.887884839851,649.174141269984,846.749109945054,649.253938139392,240.480251436692,280.81504732554,1606.56454268726,1259.66152526015
2.83,767.918457720565,649.189769817897,846.780134680767,649.268570305766,240.512746470961,280.834529214201,1606.9286597863,1259.93455419445
2.84,767.948451616638,649.205102655729,846.810550566671,649.282915535212,240.544625952681,280.853628790989,1607.28588180605,1260.202223802
2.85,767.977877499033,649.220145376963,846.840369556939,649.296979453128,240.575901551989,280.872353561673,1607.63633938042,1260.46463935608
2.86,768.006746130596,649.234903469372,846.869603370819,649.310767574678,240.606584717281,280.890710884562,1607.98016066454,1260.72190405857
2.87,768.035068070006,649.249382316953,846.898263497253,649.324285306949,240.636686679692,280.908707973377,1608.31747138452,1260.97411908201
2.88,768.062853675659,649.263587201944,846.926361199413,649.337537951068,240.666218456999,280.926351900045,1608.64839488091,1261.22138360946
2.89,768.090113109483,649.27752330671,846.953907519145,649.350530704299,240.695190857901,280.94364959762,1608.97305215655,1261.46379487244
2.9,768.116856340664,649.291195715638,846.980913281324,649.363268662046,240.723614485774,280.960607862885,1609.29156191914,1261.70144819133
2.91,768.143093149317,649.304609416971,847.007389098124,649.375756819859,240.751499742819,280.977233359142,1609.60404062669,1261.93443701083
2.92,768.168833130071,649.317769304687,847.033345373224,649.388000075395,240.778856833651,280.993532618755,1609.91060252746,1262.16285293874
2.93,768.194085695594,649.3306801802,847.05879230586,649.400003230312,240.805695769258,281.009512045758,1610.21135970441,1262.38678578161
2.94,768.218860080049,649.343346754127,847.083739894911,649.411770992189,240.832026370639,281.025177918369,1610.50642211603,1262.60632357979
2.95,768.243165342496,649.355773648063,847.108197942801,649.423307976316,240.857858272314,281.040536391524,1610.79589763479,1262.82155264387
2.96,768.267010370231,649.367965396179,847.132176059381,649.434618707569,240.883200926008,281.055593499223,1611.07989208973,1263.0325575855
2.97,768.290403882006,649.379926446933,847.15568366573,649.445707622116,240.908063604022,281.070355156953,1611.35850930235,1263.23942135452
2.98,768.313354431247,649.39166116465,847.178729997816,649.456579069174,240.932455402726,281.084827163985,1611.63185112627,1263.44222526937
2.99,768.33587040924,649.403173831154,847.201324110204,649.467237312736,240.956385245881,281.099015205686,1611.90001748489,1263.64104905021
3,768.35796004814,649.414468647267,847.223474879588,649.477686533192,240.979861887942,281.112924855777,1612.16310640738,1263.83597085042
3.01,768.207082097257,649.425545302063,846.99383901025,649.487929785925,241.398114526625,281.032821056442,1611.11067700275,1262.51993530891
3.02,767.981815652802,649.436357437325,846.607187243459,649.497956380164,241.900057012567,280.862235215082,1608.66925266583,1259.38123783124
3.03,767.713538900625,649.446724099334,846.112846707345,649.507702820439,242.410453558146,280.629934235423,1605.1063626917,1254.64172474068
3.04,767.412980316069,649.456273422069,845.534878514113,649.517003259152,242.910169551759,280.352263658056,1600.60918929403,1248.50662595123
3.05,767.085635853804,649.464468995652,844.889167390133,649.525564354236,243.392815106686,280.038996749743,1595.32289726713,1241.15940615645
3.06,766.734908588721,649.47068680891,844.187219667386,649.532977429292,243.856374634174,279.696517285356,1589.3644851871,1232.76146503425
3.07,766.363153117907,649.474293342481,843.437699543734,649.538755507498,244.300575283662,279.329298422145,1582.8295854192,1223.45342113399
3.08,765.972117787275,649.474700248338,842.647277008693,649.542376821092,244.725863527454,278.940633568313,1575.79675655891,1213.35690000528
3.09,765.563164062581,649.471393332056,841.821170420219,649.54332256617,245.132961417361,278.533033944033,1568.33065420326,1202.57648797159
3.1,765.137388472165,649.463942542074,840.963517954045,649.541104200051,245.522665370146,278.108464438784,1560.48455090538,1191.20170097303
3.11,764.695696505398,649.452000508554,840.077640983733,649.535280300603,245.89575567573,277.66849364064,1552.30239305822,1179.30887849908
3.12,764.238850551136,649.435295261553,839.166235029035,649.525464997754,246.252958849136,277.214394544698,1543.82049166319,1166.96294651592
3.13,763.767502745199,649.413620650776,838.231510512198,649.511330379305,246.594935481316,276.747214972933,1535.06891223882,1154.21901846544
3.14,763.282218488555,649.38682643026,837.275297961338,649.492604970791,246.922280118876,276.267828364432,1526.07261527416,1141.1238221353
3.15,762.783493879696,649.354808985893,836.299127608164,649.469069892695,247.235526418779,275.776971290246,1516.85239009023,1127.71695312044
3.16,762.271768985782,649.317503115832,835.304290285829,649.440553823865,247.53515420208,275.275271686683,1507.42561825115,1114.03196375064
3.17,761.747438150644,649.274874968268,834.291884499432,649.406927520192,247.82159676351,274.763270428009,1497.80689685365,1100.09730091723
3.18,761.210858120419,649.226916090013,833.262853153731,649.368098357644,248.095247688432,274.241438019838,1488.00854696857,1085.93710831367
3.19,760.662354518198,649.17363847324,832.218012459567,649.324005174107,248.356466884976,273.710187656705,1478.04102814964,1071.57190903871
3.2,760.102227043257,649.115070466606,831.158074864529,649.274613554352,248.605585767507,273.16988553179,1467.91327624557,1057.01918395963
3.21,759.530753669943,649.05125341892,830.083667372841,649.219911618288,248.842911632423,272.620859043662,1457.63297863767,1042.29386011189
3.22,758.948194052859,648.98223893478,828.995346274885,649.159906320754,249.068731313518,272.063403376369,1447.20679848272,1027.40872203316
3.23,758.354792297422,648.908086636942,827.893609056921,649.094620240797,249.283314215049,271.49778680854,1436.64055740512,1012.37475744868
3.24,757.750779219963,648.828862345827,826.77890407898,649.024088821894,249.486914818836,270.924255021017,1425.93938435027,997.201447299182
3.25,757.136374195577,648.74463660115,825.651638473556,648.948358017172,249.679774752441,270.343034609193,1415.1078368843,981.897008742255
3.26,756.511786672279,648.655483463263,824.512184617104,648.867482292305,249.862124493621,269.754335959146,1404.15000006013,966.468598531641
3.27,755.877217414274,648.561479542742,823.36088545016,648.781522939668,250.03418477584,269.158355612192,1393.06956702817,950.922483099214
3.28,755.232859525145,648.462703216192,822.198058864119,648.690546661232,250.196167747743,268.555278215357,1381.86990477507,935.264180694806
3.29,754.578899292062,648.359233993673,821.024001328194,648.594624381301,250.348277931374,267.945278135588,1370.55410776457,919.498580124178
3.3,753.915516884144,648.251152009436,819.838990895476,648.493830255014,250.490713016235,267.328520799295,1359.12504173098,903.630039901646
3.31,753.242886932128,648.138537613062,818.643289700023,648.388240842668,250.623664518423,266.705163807412,1347.5853794506,887.662471030915
3.32,752.561179011159,648.021471042294,817.437146035743,648.277934423954,250.747318329861,266.075357865698,1335.93762998651,871.599406113368
3.33,751.870558044547,647.900032162074,816.220796090588,648.162990429934,250.861855178025,265.439247563176,1324.18416261859,855.444057042805
3.34,751.171184642992,647.774300257597,814.994465396412,648.043488973924,250.967451011947,264.796972025256,1312.32722644482,839.199363176128
3.35,750.463215391171,647.644353871008,813.758370043574,647.91951046517,251.06427732841,264.148665463048,1300.36896646054,822.868031563487
3.36,749.746803091108,647.51027067368,812.512717700843,647.791135291769,251.152501448886,263.494457637018,1288.31143676605,806.452570555829
3.37,749.022096970272,647.372127367319,811.257708473795,647.658443561428,251.232286756281,262.834474249227,1276.1566114346,789.955317894512
3.38,748.289242860773,647.229999608328,809.993535629244,647.521514890486,251.303792898741,262.168837276707,1263.90639347916,773.378464201582
3.39,747.548383354732,647.08396195117,808.720386208215,647.380428233073,251.367175966283,261.497665255338,1251.56262226193,756.724072636402
3.4,746.799657940175,646.934087806968,807.43844154639,647.235261743718,251.422588645124,260.821073523076,1239.1270796404,739.994095361088
3.41,746.043203120797,646.780449414506,806.147877717331,647.086092667738,251.470180353751,260.139174428923,1226.60149508135,723.190387342881
3.42,745.279152522454,646.623117821167,804.848865911487,646.932997254754,251.510097363728,259.452077513317,1213.98754993019,706.314717940466
3.43,744.507636988677,646.462162871917,803.541572761604,646.776050691218,251.542482907985,258.759889664963,1201.28688099605,689.368780643557
3.44,743.728784666999,646.297653204758,802.226160623354,646.615327048961,251.5674772785,258.062715257472,1188.50108356992,672.354201272303
3.45,742.942721087725,646.129656251278,800.902787818586,646.450899246679,251.585217915571,257.360656269535,1175.63171398985,655.272544894107
3.46,742.149569236267,645.958238241456,799.571608847254,646.282839022435,251.595839489465,256.653812390962,1162.68029182325,638.125321668178
3.47,741.349449620193,645.783464211593,798.232774573144,646.111216914938,251.599473976188,255.942281116989,1149.64830174757,620.913991802225
3.48,740.542480331698,645.60539801491,796.886432387597,645.936102252295,251.596250727888,255.226157832615,1136.53719517421,603.639969760976
3.49,739.728777106259,645.424102334197,795.532726354726,645.757563146732,251.586296539028,254.505535888687,1123.34839166826,586.304627854526
3.5,738.908453377989,645.239638696026,794.171797341107,645.575666494328,251.569735708431,253.78050667072,1110.08328019158,568.909299309735
3.51,738.081620332154,645.052067486123,792.803783132308,645.390477978718,251.54669009853,253.051159661912,1096.74322021269,551.455280907136
3.52,737.24838695523,644.861447965712,791.428818538369,645.202062078164,251.517279191459,252.317582500807,1083.32954269474,533.94383525431
3.53,736.408860082824,644.667838288521,790.047035489806,645.010482075181,251.481620142712,251.579861034787,1069.8435509882,516.376192759305
3.54,735.563144445712,644.471295518255,788.658563125655,644.81580006843,251.439827832718,250.838079369703,1056.28652164426,498.753553346519
3.55,734.711342714143,644.271875646383,787.263527874722,644.618076986179,251.392014916406,250.092319916247,1042.65970516088,481.077087964121
3.56,733.853555540679,644.069633610137,785.862053530914,644.417372601239,251.338291870988,249.342663433675,1028.96432667024,463.347939906914
3.57,732.989881601632,643.864623310594,784.45426132363,644.213745546838,251.278767042264,248.589189070947,1015.2015865817,445.567225996766
3.58,732.120417637286,643.65689763079,783.040269983761,644.007253333423,251.213546689387,247.831974405788,1001.37266118257,427.736037628654
3.59,731.24525849096,643.446508453725,781.620195805962,643.797952365923,251.142735028429,247.071095481968,987.478703206117,409.855441715843
3.6,730.364497147013,643.233506680317,780.194152707607,643.585897961579,251.066434274431,246.306626844728,973.520842367454,391.926481542006
3.61,729.47822476786,643.017942247186,778.762252284899,643.371144367998,250.984744682736,245.538641575002,959.500185876939,373.950177536507
3.62,728.58653073007,642.799864144285,777.324603866454,643.153744781412,250.897764588944,244.767211322058,945.417818929151,355.927527987114
3.63,727.689502659558,642.579320432223,775.881314564551,642.933751365019,250.805590448008,243.99240633517,931.274805173628,337.859509694772
3.64,726.787226466008,642.356358259527,774.432489324452,642.71121526736,250.708316872157,243.214295494009,917.072187166414,319.747078580876
3.65,725.879786376454,642.131023879537,772.978230971875,642.486186640616,250.606036668315,242.432946338239,902.810986808775,301.59117025654
3.66,724.967264968124,641.903362667078,771.518640258809,642.258714658837,250.498840874197,241.648425096061,888.492205769232,283.392700552685
3.67,724.049743200552,641.673419134919,770.053815907853,642.028847536005,250.386818793867,240.860796712012,874.116825894044,265.152566021692
3.68,723.127300447026,641.441236949909,768.583854655186,641.796632543934,250.270058032491,240.070124873927,859.685809607138,246.871644413319
3.69,722.200014525311,641.206858948877,767.108851292262,641.562116029987,250.148644530041,239.276472039146,845.200100296524,228.550795124283
3.7,721.267961727776,640.970327154273,765.628898706301,641.325343434562,250.022662594654,238.479899460144,830.660622693269,210.190859629102
3.71,720.331216850815,640.731682789493,764.144087919743,641.086359308286,249.892194934975,237.680467209438,816.068283239239,191.792661893222
3.72,719.389853223767,640.490966294005,762.654508128609,640.845207329077,249.75732269186,236.878234203836,801.42397044713,173.357008768057
3.73,718.443942737125,640.248217338101,761.160246739942,640.601930318829,249.618125469599,236.073258228248,786.728555253185,154.884690371583
3.74,717.493555870228,640.00347483752,759.661389408271,640.356570259897,249.474681366065,235.265595958721,771.982891357095,136.376480456966
3.75,716.538761718376,639.756776967699,758.158020071249,640.109168311314,249.327067002733,234.455302985163,757.187815560463,117.833136766972
3.76,715.579628019436,639.508161177814,756.650220984431,639.859764824659,249.175357553599,233.642433833432,742.344148094188,99.2554013793156
3.77,714.61622117979,639.257664204532,755.138072755241,639.608399359792,249.019626773872,232.827041986858,727.452692938732,80.6440010393367
3.78,713.648606299902,639.005322085512,753.621654376208,639.355110700136,248.85994702783,232.009179907485,712.514238141345,61.9996474863398
3.79,712.676847199276,638.751170172738,752.101043257382,639.09993686782,248.696389316144,231.188899056704,697.529556119621,43.3230377671643
3.8,711.70100644096,638.495243145445,750.576315258162,638.842915138508,248.529023302804,230.366249915446,682.499403967583,24.6148545448416
3.81,710.721145355551,638.237575022987,749.047544718305,638.584082055912,248.357917341139,229.541282004024,667.424523746678,5.87576639640964
3.82,709.737324064697,637.978199177305,747.514804488319,638.323473446112,248.183138499691,228.714043901436,652.30564277739,12.8935718948529
3.83,708.749601504161,637.717148345248,745.978165959225,638.061124431548,248.004752587396,227.884583264341,637.143473923102,31.6925190536948
3.84,707.75803544643,637.454454640678,744.437699091658,637.797069444788,247.822824178102,227.052946845594,621.938715865644,50.5204470370754
3.85,706.762682522828,637.190149566255,742.893472444361,637.53134224198,247.637416634941,226.219180512474,606.692053378981,69.3767407614033
3.86,705.763598245237,636.924264025101,741.345553202088,637.263975916127,247.448592133772,225.383329264376,591.404157594928,88.2607978376809
3.87,704.760837027386,636.656828332209,739.794007202908,636.995002910068,247.256411686534,224.545437250287,576.075686264581,107.17202831348
3.88,703.754452205711,636.387872225593,738.238898964984,636.724455029167,247.06093516384,223.705547785829,560.707284014674,126.109854418422
3.89,702.744496059764,636.117424877295,736.680291712722,636.452363453851,246.862221317347,222.863703369929,545.299582597864,145.073710317123
3.9,701.731019832277,635.845514904157,735.11824740246,636.17875875183,246.66032780153,222.019945701204,529.853201139901,164.063041867504
3.91,700.714073748819,635.572170378361,733.552826747577,635.903670890124,246.455311195036,221.174315693953,514.36874637921,183.077306382697
3.92,699.693707037033,635.297418837824,731.984089243122,635.627129246833,246.247227021647,220.326853493924,498.846812904654,202.115972401036
3.93,698.669967945527,635.021287296343,730.412093189886,635.3491626227,246.036129770742,219.477598493519,483.287983385891,221.178519457349
3.94,697.642903762377,634.743802253609,728.836895718063,635.069799252414,245.822072917552,218.626589347046,467.69282880185,240.264437861717
3.95,696.61256083328,634.464989704948,727.258552810325,634.789066815734,245.605108942672,217.773863985336,452.061908662347,259.373228482791
3.96,695.578984579315,634.184875150962,725.67711932454,634.506992448398,245.385289351607,216.919459630237,436.395771227112,278.504402534506
3.97,694.54221951444,633.903483606942,724.092649015932,634.223602752785,245.162664693488,216.063412808751,420.694953719451,297.657481368379
3.98,693.50230926251,633.620839612118,722.505194558833,633.938923808373,244.937284579741,215.205759366947,404.959982534728,316.831996269716
3.99,692.459296574106,633.336967238708,720.914807568023,633.65298118206,244.709197702226,214.346534483431,389.191373448421,336.02748825702
4,691.413223342929,633.051890100811,719.321538619577,633.365799938142,244.478451851169,213.485772682855,373.389631816547,355.24350788799
4.01,690.540212053984,632.765635580432,717.979540604205,633.077405726566,243.842312724173,212.720274441436,358.86479572231,372.947050507235
4.02,689.740847948935,632.478274574982,716.792432816861,632.787837767406,243.115775265741,212.044609879601,345.691839569864,388.840354900674
4.03,688.983036771102,632.190007063522,715.710155417066,632.497188718613,242.376212122429,211.428546220664,333.605426549902,403.160269223042
4.04,688.255755337645,631.901218012042,714.708275560291,632.205654723655,241.643658953086,210.855286166265,322.42033612256,416.120262872141
4.05,687.553365547726,631.612453817326,713.77073852301,631.913560144134,240.9249818883,210.314949849377,311.993161610333,427.908187566463
4.06,686.872391811324,631.324348758166,712.886001952168,631.621344386767,240.222483966147,209.801179125464,302.208428107042,438.687419883418
4.07,686.210443376383,631.037549004393,712.045447194533,631.329523865528,239.536628804063,209.309582724289,292.97178785074,448.599002983444
4.08,685.565756623275,630.752658581751,711.242495022061,631.038647849939,238.867106462042,208.836972175364,284.205750345214,457.763992116932
4.09,684.936967676822,630.470210134165,710.472040017017,630.749260478554,238.213299116176,208.380947989919,275.846546539016,466.285784209739
4.1,684.322985952826,630.190654316205,709.730065256225,630.461873539412,237.574494523818,207.939655631556,267.84164552719,474.252342712011
4.11,683.722917550715,629.914360589142,709.013370916915,630.17694986859,236.949983715518,207.511631529151,260.147730709814,481.738265257999
4.12,683.13601560016,629.64162392761,708.319378927602,629.894895251448,236.339103012499,207.095700675615,252.72903659092,488.806662939655
4.13,682.561646277564,629.372673951248,707.645989999609,629.616056354849,235.741248882271,206.690905732624,245.555980830437,495.510837490575
4.14,681.99926450441,629.107684510497,706.991477512436,629.340722551737,235.155879758248,206.296456402726,238.604040762122,501.895756324717
4.15,681.448395953759,628.846782726662,706.354407757059,629.069130017564,234.58251196386,205.911692390319,231.852832342537,507.999334772189
4.16,680.908623363498,628.590057053172,705.733579295416,628.801466965551,234.020713350461,205.536055777012,225.285356216795,513.85354050358
4.17,680.379575911164,628.337564233624,705.127976359329,628.537879275621,233.470096436069,205.169070090622,218.88738130008,519.485337926287
4.18,679.860920840335,628.089335187824,704.536732683033,628.278476055088,232.930311882372,204.810324233859,212.646941205971,524.917491127169
4.19,679.352356788484,627.845379927003,703.959103176775,628.02333486444,232.401042658519,204.459460003104,206.553923091118,530.169243451849
4.2,678.853608428274,627.605691623534,703.39444155708,627.772506472441,231.881998990839,204.116162298789,200.599732069515,535.256890613185
4.21,678.364422139041,627.370249961065,702.842182548238,627.526019086944,231.372914079468,203.780151379763,194.777017369926,540.194262621363
4.22,677.884562495704,627.139023881503,702.301827626079,627.283882059218,230.873540509396,203.451176688072,189.079448889401,544.993128116346
4.23,677.41380941175,626.911973830784,701.772933531129,627.046089088569,230.383647266856,203.129011892437,183.501534873343,549.66353298291
4.24,676.951955808875,626.689053591184,701.255102964956,626.812620969351,229.903017270548,202.813450886587,178.03847314578,554.214083512404
4.25,676.498805712265,626.47021177354,700.747977020349,626.583447929026,229.431445334674,202.504304541587,172.686029698019,558.652182924026
4.26,676.054172690994,626.255393030861,700.251228997732,626.358531606693,228.96873649093,202.201398058175,167.440439590947,562.984228742523
4.27,675.617878578914,626.044539043884,699.764559336442,626.137826719809,228.514704606834,201.904568799761,162.298326054119,567.215777396714
4.28,675.189752423605,625.837589320418,699.287691447182,625.921282462694,228.069171247954,201.613664512179,157.256634418067,571.351681405605
4.29,674.769629621302,625.634481842562,698.820368276269,625.708843676222,227.63196474018,201.328541856793,152.31257814739,575.396203667936
4.3,674.35735120324,625.435153589921,698.362349466424,625.500451823219,227.202919395968,201.049065198306,147.463594737136,579.353112650659
4.31,673.952763245675,625.239540961686,697.913409005203,625.296045799712,226.781874874718,200.775105600059,142.707309657363,583.225761653436
4.32,673.555716380785,625.04758011633,697.473333273658,625.095562608055,226.36867565276,200.506539989523,138.041506854914,587.017154805358
4.33,673.166065389932,624.859207244124,697.041919423626,624.898937913912,225.963170583206,200.243250463101,133.464104610277,590.730002012206
4.34,672.783668864221,624.674358785024,696.618974026029,624.706106506099,225.565212528965,199.985123705823,128.973135755607,594.366764710008
4.35,672.408388920186,624.492971602037,696.204311942534,624.517002675144,225.174658055782,199.732050505428,124.566731457221,597.929693967944
4.36,672.040090960327,624.314983118354,695.79775538193,624.331560523998,224.791367174301,199.48392534459,120.243107899348,601.420862223206
4.37,671.678643470599,624.140331425114,695.399133109222,624.149714222198,224.415203122268,199.240646057624,116.000555339971,604.842189725023
4.38,671.323917847989,623.968955365138,695.008279781303,623.971398212975,224.046032179475,199.002113540583,111.837429099539,608.195466575736
4.39,670.975788252891,623.800794597311,694.625035387502,623.796547381179,223.683723509751,198.76823150568,107.752142130543,611.482371111446
4.4,670.634131481716,623.635789645093,694.249244777148,623.625097188725,223.328149024939,198.538906272377,103.743158875208,614.704485240171
4.41,670.298826856166,623.473881932343,693.880757259473,623.45698378296,222.979183266966,198.314046589034,99.8089901736472,617.863307248346
4.42,669.969756126288,623.315013808715,693.519426263548,623.292144082774,222.636703304886,198.09356347989,95.9481890353549,620.960262506542
4.43,669.646803384745,623.159128566701,693.165109048242,623.130515846021,222.300588643984,197.877370113217,92.1593471096504,623.996712423504
4.44,669.329854990449,623.006170451933,692.817666453713,622.97203772176,221.970721145241,197.665381686925,88.4410917330373,626.973961947589
